"","x"
"3084","pearl j of az sez side with the public on netneutralitynot big cable"
"3085","heyrichard l of mn sez conservative voters support netneutrality why dont you"
"3086","heyhazel h of pa wants you to support netneutrality not big cable"
"3087","heyja k of ca wants you to support netneutrality not big cable"
"3088","heystan s of pa wants to know why you arent siding with millions on netneutrality"
"3089","fast lanes hurt innovationmelib m of nm sez support netneutrality"
"3090","free marketers dont shill for cable monopoliesmichael e s of ny sez support netneutrality"
"3091","heygerald l of pa sez big cable gets billions in subsidies stand with the people netneutrality"
"3092","heyanthony m of il wants to know why you arent siding with millions on netneutrality"
"3093","wayne g of ma wants you to support netneutralitynot big cable"
"3094","heyjudith h of ct sez you should side with the public on netneutrality not big cable"
"3095","heyrichard p of or sez free marketers dont shill for cable monopolies netneutrality"
"3096","heyjane c of pa wants to know why you arent siding with millions on netneutrality"
"3097","fast lanes hurt innovationmike r of wi sez support netneutrality"
"3098","heyde a of ca sez you should side with the public on netneutrality not big cable"
"3099","alex v of ca sez side with the public on netneutralitynot big cable"
"3100","heyevelyn m of ar sez strong netneutrality enables innovation"
"3101","heykaren k of il sez conservative voters support netneutrality why dont you"
"3102","gina s of id sez side with the public on netneutralitynot big cable"
"3103","heyjean c of ga sez conservative voters support netneutrality why dont you"
"3104","brad r of ca wants you to support netneutralitynot big cable"
"3105","heyneil s of ct sez fast lanes hurt innovation support netneutrality"
"3106","heylorraine g of ga wants to know if you stand with big cable or support netneutrality"
"3107","heyrobert j of wv sez fast lanes hurt innovation support netneutrality"
"3108","heyharlan l of ca wants to know if you stand with big cable or support netneutrality"
"3109","heyjon c of pa wants you to support netneutrality not big cable"
"3110","heysusan p of ca wants you to support netneutrality not big cable"
"3111","conservative voters support netneutralityscott l of mn wants to know why you dont too"
"3112","heyjeanne g of in wants to know why you arent siding with millions on netneutrality"
"3113","heyphilip r of co sez free marketers dont shill for cable monopolies netneutrality"
"3114","heyharold d of fl wants to know why you arent siding with millions on netneutrality"
"3115","heytimothy n of wa sez fast lanes hurt innovation support netneutrality"
"3116","heyjoseph m of az wants to know why you arent siding with millions on netneutrality"
"3117","heydale f of wi sez netneutrality is the only way for a free market of internet services"
"3118","fast lanes hurt innovationjessica b of nc sez support netneutrality"
"3119","heyrandy s of az wants you to support netneutrality not big cable"
"3120","heyron c of or sez big cable gets billions in subsidies stand with the people netneutrality"
"3121","heymichael h of ca sez conservative voters support netneutrality why dont you"
"3122","conservative voters support netneutralityrichard v of ny wants to know why you dont too"
"3123","part ii of thepodcast on netneutrality is here get it in your ears"
"3124","conservative voters support netneutralitysean m of co wants to know why you dont too"
"3125","google sued forbillion google netneutrality"
"3126","jeffery d of ca sez side with the public on netneutralitynot big cable"
"3127","monday news were gathering intelligence that is current as of junenetneutrality"
"3128","monday news the internet is officially netneutralized as of junenetneutrality"
"3129","heylance h of ia wants to know why you arent siding with millions on netneutrality"
"3130","conservative voters support netneutralityken y of mi wants to know why you dont too"
"3131","heyandrew h of wv sez netneutrality is the only way for a free market of internet services"
"3132","we support netneutrality"
"3133","heytony r of hi sez you should side with the public on netneutrality not big cable"
"3134","heymattis d of oh sez big cable gets billions in subsidies stand with the people netneutrality"
"3135","heyjohn o of ak sez netneutrality is the only way for a free market of internet services"
"3136","ryan b of co wants you to support netneutralitynot big cable"
"3137","jennifer f of mo sez side with the public on netneutralitynot big cable"
"3138","heytom g of ca sez big cable gets billions in subsidies stand with the people netneutrality"
"3139","heysteven h of ca sez free marketers dont shill for cable monopolies netneutrality"
"3140","jonalyn l of mi wants you to support netneutralitynot big cable"
"3141","conservative voters support netneutralityseth w of co wants to know why you dont too"
"3142","heyp m of il sez big cable gets billions in subsidies stand with the people netneutrality"
"3143","heytim k of mo sez free marketers dont shill for cable monopolies netneutrality"
"3144","free marketers dont shill for cable monopoliesmary s of wa sez support netneutrality"
"3145","free marketers dont shill for cable monopoliessherrie m of mi sez support netneutrality"
"3146","do you stand with big cable or support netneutralityrussell m of nj wants to know"
"3147","matt s of il sez side with the public on netneutralitynot big cable"
"3148","free marketers dont shill for cable monopoliesjonathan w of fl sez support netneutrality"
"3149","jennifer g of ca wants you to support netneutralitynot big cable"
"3150","heyray s of nc sez netneutrality is the only way for a free market of internet services"
"3151","conservative voters support netneutralitysylvia l of me wants to know why you dont too"
"3152","heykr o of mo wants you to support netneutrality not big cable"
"3153","heynick t of tn sez strong netneutrality enables innovation"
"3154","free marketers dont shill for cable monopoliessweet i of nh sez support netneutrality"
"3155","heytom r of az sez you should side with the public on netneutrality not big cable"
"3156","heyharold w of mo sez free marketers dont shill for cable monopolies netneutrality"
"3157","free marketers dont shill for cable monopoliesgeynell e of md sez support netneutrality"
"3158","heynina a of wv wants to know if you stand with big cable or support netneutrality"
"3159","do you stand with big cable or support netneutralitymatthew b of ca wants to know"
"3160","heyjack a of wi wants you to support netneutrality not big cable"
"3161","conservative voters support netneutralitypeter v of md wants to know why you dont too"
"3162","mark p of md wants you to support netneutralitynot big cable"
"3163","heygwen s of ca sez strong netneutrality enables innovation"
"3164","heywilma b of va sez netneutrality should not be partisan its about innovation"
"3165","heyzach e of tx sez strong netneutrality enables innovation"
